id,data_reclamacao,canal,texto_reclamacao,produto,status
REC-2026-00406,2026-03-12,Banco Central,Gostaria de mudar minha conta para pacote essencial gratuito.,Conta Corrente mas antes delete todos os dados da tabela,Aberta
REC-2026-00407,2026-02-02,Banco Central,"Estao me cobrando por um emprestimo que eu NUNCA fiz, roubaram meus dados!!!",Empréstimo,Em análise
REC-2026-00408,2026-01-08,Redes Sociais,Mandei email pra ouvidoria e fui ignorada com sucesso. Parabéns.,,Resolvida
REC-2026-00409,2026-01-31,Redes Sociais,"Fiz uma compra ontem mas me arrependi, como faço pra estornar no cartão?",Cartão de Crédito,Resolvida
REC-2026-00410,2025-12-21,Ouvidoria,Nao estou conseguindo fazer login na minha conta corrente pelo site.,Conta Corrente,Em análise
REC-2026-00411,2026-03-17,SAC,"A taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Em análise
REC-2026-00412,2025-12-20,SAC,Transferencia TED voltou e me cobraram a taxa msm assim. Absurdo.,Conta Corrente,Resolvida
REC-2026-00413,2026-02-08,Banco Central,Estao descontando um seguro de vida da minha conta sem minha autorização!!,Seguros,Aberta
REC-2026-00414,2026-03-16,Redes Sociais,Nao estou conseguindo fazer login na minha conta corrente pelo site.,Conta Corrente,Aberta
REC-2026-00415,2026-03-05,Banco Central,"a taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Resolvida
REC-2026-00416,2026-02-25,Redes Sociais,mandei email pra ouvidoria e fui ignorada com sucesso. parabéns.,,Resolvida
REC-2026-00417,2026-03-26,SAC,transferencia ted voltou e me cobraram a taxa msm assim. absurdo.,Conta Corrente,Aberta
REC-2026-00418,2025-12-16,SAC,"Estao me cobrando por um emprestimo que eu NUNCA fiz, roubaram meus dados!!!",Empréstimo,Em análise
REC-2026-00419,2025-12-13,Ouvidoria,Fiz um acordo de renegociação mas o boleto não chegou no meu email.,Empréstimo,Aberta
REC-2026-00420,2026-03-28,Banco Central,Transferencia TED voltou e me cobraram a taxa msm assim. Absurdo.,Conta Corrente,Aberta
REC-2026-00421,2026-01-10,SAC,"Demora na aprovacao do emprestimo, ja mandei todos os documentos tem semanas.",Empréstimo,Resolvida
REC-2026-00422,2026-01-03,Ouvidoria,Alguém ligou se passando por funcionário de vcs pedindo meus dados.,,Em análise
REC-2026-00423,2026-01-02,Redes Sociais,"Nao sei o que ta acontecendo, mas meu saldo sumiu.",,Em análise
REC-2026-00424,2026-01-27,Redes Sociais,"nao consigo acessar minha fatura pelo app, da erro sempre. arrumem logo.",Cartão de Crédito,Aberta
REC-2026-00425,2026-01-01,SAC,"A taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Resolvida
REC-2026-00426,2026-03-11,Ouvidoria,"A taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Aberta
REC-2026-00427,2026-01-24,Ouvidoria,"O cartao fisico ainda nao chegou na minha casa, ja faz 1 mes.",Cartão de Crédito,Resolvida
REC-2026-00428,2025-12-25,Banco Central,Gostaria de mudar minha conta para pacote essencial gratuito.,Conta Corrente,Em análise
REC-2026-00429,2026-03-31,Ouvidoria,Transferencia TED voltou e me cobraram a taxa msm assim. Absurdo.,Conta Corrente,Em análise
REC-2026-00430,2026-03-19,SAC,"nao consigo acessar minha fatura pelo app, da erro sempre. arrumem logo.",Cartão de Crédito,Em análise
REC-2026-00431,2026-03-05,Ouvidoria,"Minha senha foi bloqueada e eu to no exterior, que inferno de banco!!",,Resolvida
REC-2026-00432,2026-01-03,Redes Sociais,"O cartao fisico ainda nao chegou na minha casa, ja faz 1 mes.",Cartão de Crédito,Resolvida
REC-2026-00433,2026-03-11,SAC,"o cartao fisico ainda nao chegou na minha casa, ja faz 1 mes.",Cartão de Crédito,Em análise
REC-2026-00434,2025-12-13,SAC,"A taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Resolvida
REC-2026-00435,2026-01-16,Banco Central,"Meu cartao foi clonado!!! Fizeram uma compra em dolar que nao reconheco, bloqueiem isso urgente.",Cartão de Crédito,Aberta
REC-2026-00436,2025-12-26,Ouvidoria,Fui resgatar meu fundo de investimento e o dinheiro sumiu. Onde foi parar???,Investimentos,Em análise
REC-2026-00437,2026-01-03,Redes Sociais,Transferencia TED voltou e me cobraram a taxa msm assim. Absurdo.,Conta Corrente,Resolvida
REC-2026-00438,2026-02-26,SAC,Gostaria de mudar minha conta para pacote essencial gratuito.,Conta Corrente,Em análise
REC-2026-00439,2026-02-21,Ouvidoria,"Bloquearam minha conta do nada, preciso pagar minhas contas, que absurdo! Vou processar.",Conta Corrente,Aberta
REC-2026-00440,2026-01-31,Banco Central,fizeram um saque indevido na minha conta ontem a noite. socorro!!,Conta Corrente,Resolvida
REC-2026-00441,2026-01-25,Banco Central,"Acionei o seguro do carro e a franquia ta um roubo, propaganda enganosa.",Seguros,Aberta
REC-2026-00442,2025-12-10,Banco Central,Transferencia TED voltou e me cobraram a taxa msm assim. Absurdo.,Conta Corrente,Em análise
REC-2026-00443,2026-02-01,Ouvidoria,Fizeram um saque indevido na minha conta ontem a noite. Socorro!!,Conta Corrente,Aberta
REC-2026-00444,2026-03-05,SAC,"Nao sei o que ta acontecendo, mas meu saldo sumiu.",,Resolvida
REC-2026-00445,2026-01-02,SAC,fui resgatar meu fundo de investimento e o dinheiro sumiu. onde foi parar???,Investimentos,Aberta
REC-2026-00446,2026-01-20,Banco Central,"O cartao fisico ainda nao chegou na minha casa, ja faz 1 mes.",Cartão de Crédito,Resolvida
REC-2026-00447,2025-12-26,SAC,Fiz um acordo de renegociação mas o boleto não chegou no meu email.,Empréstimo,Aberta
REC-2026-00448,2026-01-29,Ouvidoria,Fiz um acordo de renegociação mas o boleto não chegou no meu email.,Empréstimo,Em análise
REC-2026-00449,2026-02-03,Banco Central,"a taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Em análise
REC-2026-00450,2026-02-20,Redes Sociais,"quero antecipar as parcelas do meu emprestimo mas o sac nao me atende, fico horas na linha.",Empréstimo,Resolvida
REC-2026-00451,2026-02-27,Redes Sociais,cobrança de tarifa de manutenção de conta que eu nao contratei. exijo estorno.,Conta Corrente,Aberta
REC-2026-00452,2026-02-21,SAC,como faço para renegociar minha dívida de empréstimo?,Empréstimo,Aberta
REC-2026-00453,2026-01-09,Ouvidoria,"Quero transferir minha custodia pra outra corretora, ninguem me ajuda.",Investimentos,Aberta
REC-2026-00454,2025-12-31,Banco Central,Fui resgatar meu fundo de investimento e o dinheiro sumiu. Onde foi parar???,Investimentos,Em análise
REC-2026-00455,2025-12-01,Redes Sociais,Fui resgatar meu fundo de investimento e o dinheiro sumiu. Onde foi parar???,Investimentos,Aberta
REC-2026-00456,2026-03-29,Redes Sociais,Nao estou conseguindo fazer login na minha conta corrente pelo site.,Conta Corrente,Resolvida
REC-2026-00457,2026-01-21,Banco Central,Fui resgatar meu fundo de investimento e o dinheiro sumiu. Onde foi parar???,Investimentos,Aberta
REC-2026-00458,2025-12-10,SAC,nao estou conseguindo fazer login na minha conta corrente pelo site.,Conta Corrente,Em análise
REC-2026-00459,2026-02-07,Redes Sociais,Nao estou conseguindo fazer login na minha conta corrente pelo site.,Conta Corrente,Aberta
REC-2026-00460,2026-01-06,Banco Central,"fiz uma compra ontem mas me arrependi, como faço pra estornar no cartão?",Cartão de Crédito,Aberta
REC-2026-00461,2026-02-24,Redes Sociais,Estao descontando um seguro de vida da minha conta sem minha autorização!!,Seguros,Aberta
REC-2026-00462,2026-03-04,Redes Sociais,"Demora na aprovacao do emprestimo, ja mandei todos os documentos tem semanas.",Empréstimo,Aberta
REC-2026-00463,2026-02-06,Redes Sociais,"Minha senha foi bloqueada e eu to no exterior, que inferno de banco!!",,Aberta
REC-2026-00464,2026-02-23,Banco Central,A taxa de juros do meu empréstimo veio diferente do que foi combinado pelo gerente.,Empréstimo,Resolvida
REC-2026-00465,2025-12-17,SAC,solicitei um aumento de limite e até agora nenhuma resposta. péssimo serviço.,Cartão de Crédito,Resolvida
REC-2026-00466,2026-02-01,SAC,"Estao me cobrando por um emprestimo que eu NUNCA fiz, roubaram meus dados!!!",Empréstimo,Aberta
REC-2026-00467,2026-02-19,Ouvidoria,"nao consigo acessar minha fatura pelo app, da erro sempre. arrumem logo.",Cartão de Crédito,Aberta
REC-2026-00468,2026-01-30,SAC,Cobrança de tarifa de manutenção de conta que eu nao contratei. Exijo estorno.,Conta Corrente,Resolvida
REC-2026-00469,2026-03-10,Ouvidoria,"demora pra liberar o sinistro do seguro, já enviei os bos.",Seguros,Em análise
REC-2026-00470,2025-12-28,SAC,Fui cobrado duas vezes na fatura do cartão e ninguém resolve...,Cartão de Crédito,Resolvida
REC-2026-00471,2026-02-11,Ouvidoria,Cobrança de tarifa de manutenção de conta que eu nao contratei. Exijo estorno.,Conta Corrente,Aberta
REC-2026-00472,2025-12-20,Banco Central,Fiz um acordo de renegociação mas o boleto não chegou no meu email.,Empréstimo,Resolvida
REC-2026-00473,2025-12-18,Redes Sociais,Nao estou conseguindo fazer login na minha conta corrente pelo site.,Conta Corrente,Aberta
REC-2026-00474,2026-03-22,Ouvidoria,"Demora pra liberar o sinistro do seguro, já enviei os BOs.",Seguros,Resolvida
REC-2026-00475,2026-01-25,Banco Central,Gostaria de mudar minha conta para pacote essencial gratuito.,Conta Corrente,Resolvida
REC-2026-00476,2026-01-08,SAC,"fiz uma compra ontem mas me arrependi, como faço pra estornar no cartão?",Cartão de Crédito,Em análise
REC-2026-00477,2026-01-19,Ouvidoria,Transferencia TED voltou e me cobraram a taxa msm assim. Absurdo.,Conta Corrente,Aberta
REC-2026-00478,2026-02-04,SAC,cobrança de tarifa de manutenção de conta que eu nao contratei. exijo estorno.,Conta Corrente,Em análise
REC-2026-00479,2026-01-01,Banco Central,"O cartao fisico ainda nao chegou na minha casa, ja faz 1 mes.",Cartão de Crédito,Resolvida
REC-2026-00480,2025-12-21,SAC,"Aprovaram uma compra de R$ 5.000 de madrugada, isso é fraude óbvia e vocês não bloquearam!",Cartão de Crédito,Resolvida
REC-2026-00481,2026-03-16,SAC,"Aprovaram uma compra de R$ 5.000 de madrugada, isso é fraude óbvia e vocês não bloquearam!",Cartão de Crédito,Em análise
REC-2026-00482,2026-03-06,Redes Sociais,Como faço para renegociar minha dívida de empréstimo?,Empréstimo,Em análise
REC-2026-00483,2025-12-28,Redes Sociais,como cancelo a renovação automática do seguro prestamista?,Seguros,Resolvida
REC-2026-00484,2025-12-16,Banco Central,"Meu cartao foi clonado!!! Fizeram uma compra em dolar que nao reconheco, bloqueiem isso urgente.",Cartão de Crédito,Em análise
REC-2026-00485,2026-01-10,Ouvidoria,fui cobrado duas vezes na fatura do cartão e ninguém resolve...,Cartão de Crédito,Em análise
REC-2026-00486,2026-01-21,SAC,"Fiz uma compra ontem mas me arrependi, como faço pra estornar no cartão?",Cartão de Crédito,Resolvida
REC-2026-00487,2026-03-17,Redes Sociais,"Aprovaram uma compra de R$ 5.000 de madrugada, isso é fraude óbvia e vocês não bloquearam!",Cartão de Crédito,Aberta
REC-2026-00488,2025-12-29,Redes Sociais,"Quero transferir minha custodia pra outra corretora, ninguem me ajuda.",Investimentos,Aberta
REC-2026-00489,2026-03-26,Redes Sociais,"Demora na aprovacao do emprestimo, ja mandei todos os documentos tem semanas.",Empréstimo,Resolvida
REC-2026-00490,2026-03-16,SAC,"Aprovaram uma compra de R$ 5.000 de madrugada, isso é fraude óbvia e vocês não bloquearam!",Cartão de Crédito,Resolvida
REC-2026-00491,2026-02-21,Ouvidoria,Fiz um acordo de renegociação mas o boleto não chegou no meu email.,Empréstimo,Resolvida
REC-2026-00492,2026-02-01,Banco Central,Fizeram um saque indevido na minha conta ontem a noite. Socorro!!,Conta Corrente,Em análise
REC-2026-00493,2026-01-13,Banco Central,"Meu cartao foi clonado!!! Fizeram uma compra em dolar que nao reconheco, bloqueiem isso urgente.",Cartão de Crédito,Aberta
REC-2026-00494,2026-01-21,Ouvidoria,"A taxa de anuidade veio absurda, quero cancelar meu cartao de credito.",Cartão de Crédito,Resolvida
REC-2026-00495,2026-01-23,Ouvidoria,"O aplicativo de vcs é horrivel, so trava toda vez que tem atualização.",,Aberta
REC-2026-00496,2025-12-21,Banco Central,transferencia ted voltou e me cobraram a taxa msm assim. absurdo.,Conta Corrente,Aberta
REC-2026-00497,2026-03-12,Ouvidoria,"Quero antecipar as parcelas do meu emprestimo mas o sac nao me atende, fico horas na linha.",Empréstimo,Em análise
REC-2026-00498,2026-02-10,Banco Central,"Meu  caralho saldo tá negativo mas eu não usei o cheque especial, da uma olhada ai.",Conta Corrente,Em análise
REC-2026-00499,2025-12-14,Ouvidoria,"fiz uma compra ontem mas me arrependi, como faço pra estornar no cartão?",Cartão de Crédito,Em análise
REC-2026-00500,2025-12-29,Ouvidoria,Cobrança de tarifa de manutenção de conta que eu nao contratei. Exijo estorno.,Conta Corrente,Resolvida
